Name,YearsAppearing,ImputedProbF,ImputedProbM
SUKAYNA,5,1,0
SUKEY,1,1,0
SUKHBIR,2,0,1
SUKHDEEP,12,0.208333333333333,0.791666666666667
SUKHDEV,6,0,1
SUKHI,1,1,0
SUKHJEET,1,0,1
SUKHJEEVAN,6,0,1
SUKHJINDER,3,0.333333333333333,0.666666666666667
SUKHJOT,2,0.25,0.75
SUKHLEEN,2,1,0
SUKHMAN,7,0.421938775510204,0.578061224489796
SUKHMANI,13,1,0
SUKHPAL,2,0,1
SUKHPREET,14,0.83843537414966,0.16156462585034
SUKHRAJ,16,0.0403854723707665,0.959614527629233
SUKHVEER,8,0.491071428571429,0.508928571428571
SUKHVINDER,1,0,1
SUKHVIR,7,0,1
SUKHWINDER,2,0,1
SUKI,14,1,0
SUKIE,7,1,0
SUKMANI,1,1,0
SUKPREET,1,1,0
SUKRU,1,0,1
SUKVINDER,1,1,0
SULA,2,1,0
SULAF,1,1,0
SULAIMAAN,16,0,1
SULAIMAN,16,0,1
SULAIMON,1,0,1
SULAMAN,4,0,1
SULAYMAAN,12,0,1
SULAYMAN,16,0,1
SULDAN,1,0,1
SULE,1,1,0
SULEEKHA,1,1,0
SULEIMAN,16,0,1
SULEKHA,5,1,0
SULEMAAN,3,0,1
SULEMAN,16,0,1
SULEYMAN,15,0,1
SULIAMAN,1,0,1
SULIEMAN,2,0,1
SULIMAAN,1,0,1
SULIMAN,15,0,1
SULLIVAN,16,0,1
SULLY,3,0,1
SULMAN,3,0,1
SULTAN,16,0.155221227147071,0.844778772852929
SULTANA,9,1,0
SUM,1,1,0
SUMA,1,1,0
SUMAH,1,1,0
SUMAIA,5,1,0
SUMAIR,2,0,1
SUMAIRA,16,1,0
SUMAIRAA,3,1,0
SUMAIRAH,1,1,0
SUMAIYA,16,1,0
SUMAIYAH,16,1,0
SUMAIYYA,2,1,0
SUMAIYYAH,1,1,0
SUMAN,13,1,0
SUMAYA,16,1,0
SUMAYAH,16,1,0
SUMAYIA,1,1,0
SUMAYO,4,1,0
SUMAYRA,1,1,0
SUMAYYA,16,1,0
SUMAYYAH,16,1,0
SUMBAL,2,1,0
SUMBUL,2,1,0
SUMEDH,1,0,1
SUMEET,6,0,1
SUMEHRA,1,1,0
SUMENA,1,1,0
SUMER,12,1,0
SUMERA,11,1,0
SUMEYA,14,1,0
SUMEYYE,5,1,0
SUMI,1,1,0
SUMIA,6,1,0
SUMIT,9,0,1
SUMIYA,14,1,0
SUMIYAH,3,1,0
SUMIYYA,4,1,0
SUMIYYAH,4,1,0
SUMMA,16,1,0
SUMMA-LOUISE,1,1,0
SUMMAH,10,1,0
SUMMAIYA,1,1,0
SUMMAN,2,1,0
SUMMAR,10,1,0
SUMMAYA,12,1,0
SUMMAYAH,13,1,0
SUMMAYYAH,6,1,0
SUMMER,16,1,0
SUMMER-,1,1,0
SUMMER-GRACE,3,1,0
SUMMER-JADE,3,1,0
SUMMER-JANE,2,1,0
SUMMER-JAYE,1,1,0
SUMMER-JAYNE,3,1,0
SUMMER-LEA,4,1,0
SUMMER-LEE,1,1,0
SUMMER-LEIGH,10,1,0
SUMMER-LILLY,1,1,0
SUMMER-LILY,2,1,0
SUMMER-LOUISE,13,1,0
SUMMER-MAE,5,1,0
SUMMER-MAI,3,1,0
SUMMER-MARIE,4,1,0
SUMMER-MAY,4,1,0
SUMMER-RAE,3,1,0
SUMMER-ROSE,10,1,0
SUMMERLEIGH,1,1,0
SUMRAH,1,1,0
SUNA,4,1,0
SUNAH,3,1,0
SUNAINA,13,1,0
SUNDAS,10,1,0
SUNDAY,3,1,0
SUNDEEP,6,0.0416666666666667,0.958333333333333
SUNDHAS,1,1,0
SUNDUS,15,1,0
SUNEET,1,1,0
SUNEHRA,1,1,0
SUNETRA,1,1,0
SUNG,3,0,1
SUNI,1,0,1
SUNIA,1,1,0
SUNIL,15,0,1
SUNILA,1,1,0
SUNITA,9,1,0
SUNIYA,1,1,0
SUNJAY,1,0,1
SUNNA,3,1,0
SUNNAH,8,1,0
SUNNI,8,0.3125,0.6875
SUNNIE,8,0.75,0.25
SUNNIVA,1,1,0
SUNNY,16,0.249212528935889,0.750787471064111
SUNRAJ,1,0,1
SUNSHINE,4,1,0
SUNVEER,1,0,1
SUNVIR,1,0,1
SUNYA,3,1,0
SUPRIYA,7,1,0
SURA,3,1,0
SURAH,1,1,0
SURAIYA,16,1,0
SURAIYAH,3,1,0
SURAJ,16,0,1
SURANNE,9,1,0
SURAYA,14,1,0
SURAYAH,3,1,0
SURAYYA,5,1,0
SURAYYAH,1,1,0
SUREN,3,0,1
SURESH,2,0,1
SUREYA,8,1,0
SUREYYA,1,1,0
SURI,9,1,0
SURIA,3,1,0
SURIAH,1,1,0
SURINA,10,1,0
SURIYA,12,0.972222222222222,0.0277777777777778
SURIYAH,1,1,0
SURJEET,1,0,1
SURUTHI,1,1,0
SURYA,9,0.336640211640212,0.663359788359788
SURYANSH,1,0,1
SUSAN,16,1,0
SUSANA,9,1,0
SUSANNA,16,1,0
SUSANNAH,16,1,0
SUSANNE,6,1,0
SUSHANT,1,0,1
SUSHMITA,2,1,0
SUSIE,16,1,0
SUTHARSAN,3,0,1
SUVAN,2,0,1
SUVETHA,1,1,0
SUVI,1,1,0
SUWAIBAH,4,1,0
SUWAYDA,4,1,0
SUWETHA,1,1,0
SUWEYDA,3,1,0
SUYASH,1,0,1
SUZAN,13,1,0
SUZANA,6,1,0
SUZANNA,16,1,0
SUZANNAH,16,1,0
SUZANNE,16,1,0
SUZI,13,1,0
SUZIE,16,1,0
SUZY,14,1,0
SVANA,1,1,0
SVARA,2,1,0
SVEN,12,0,1
SVETLANA,6,1,0
SWALEY,2,0,1
SWARA,3,1,0
SWARUP,1,0,1
SWATHI,3,1,0
SWATI,2,1,0
SWAY,4,1,0
SWAYAM,3,0,1
SWAYLEY,1,0,1
SWETA,1,1,0
SWETHA,8,1,0
SWITHIN,1,0,1
SWYN,4,1,0
SY,1,0,1
SYAM,2,0,1
SYAN,6,0.583333333333333,0.416666666666667
SYANNE,1,1,0
SYBIL,8,1,0
SYBILLA,1,1,0
SYD,12,0,1
SYDELLE,1,1,0
SYDNEE,16,1,0
SYDNEY,16,0.890272288229157,0.109727711770843
SYDNEY-ROSE,1,1,0
SYDNI,13,1,0
SYDNIE,16,1,0
SYDONIE,1,1,0
SYED,16,0.00694142212863188,0.993058577871368
SYEDA,16,1,0
SYEDAH,6,1,0
SYEDUL,1,0,1
SYEED,1,0,1
SYENNA,1,1,0
SYESHA,1,1,0
SYKE,1,1,0
SYLAR,1,0,1
SYLAS,2,0,1
SYLVAIN,2,0,1
SYLVAN,4,0,1
SYLVANA,3,1,0
SYLVESTER,14,0,1
SYLVIA,16,1,0
SYLVIE,16,1,0
SYLWESTER,2,0,1
SYLWIA,3,1,0
SYMA,4,1,0
SYMEON,2,0,1
SYMON,1,0,1
SYMONE,9,1,0
SYMPHONY,1,1,0
SYMRAN,7,1,0
SYNA,2,1,0
SYON,5,0,1
SYRA,7,1,0
SYRAH,6,1,0
SYRENA,1,1,0
SYRIAH,1,1,0
SYRINE,1,1,0
SYRUS,10,0,1
SYYEDA,1,1,0
SZE,2,1,0
SZONJA,1,1,0
SZYMON,9,0,1
T,12,0,1
T-JAY,14,0,1
T.,2,0,1
T.J.,3,0,1
T'JAY,1,0,1
T'KEYAH,2,1,0
T'YANNA,1,1,0
TAAHA,11,0,1
TAAHIR,6,0,1
TAAHIRA,1,1,0
TAAIBAH,4,1,0
TAALIAH,2,1,0
TAALIB,1,0,1
TAALIYAH,1,1,0
TAANIYA,1,1,0
TAARIQ,7,0,1
TAASEEN,4,0,1
TAAVI,1,0,1
TABAN,1,1,0
TABASAM,1,1,0
TABASOM,2,1,0
TABASSAM,1,1,0
TABASSUM,15,1,0
TABASUM,8,1,0
TABATHA,16,1,0
TABBITHA,1,1,0
TABETHA,13,1,0
TABINDA,1,1,0
TABISH,2,0,1
TABITA,4,1,0
TABITHA,16,1,0
TACITA,1,1,0
TACY,1,1,0
TADAS,5,0,1
TADEUSZ,5,0,1
TADGH,11,0,1
TADHG,16,0,1
TADIWA,12,0.241076631701632,0.758923368298368
TADIWANASHE,11,0.211778625414989,0.788221374585011
TAE,8,0.251984126984127,0.748015873015873
TAEGAN,10,0.96,0.04
TAEJA,1,1,0
TAEJAH,7,1,0
TAEJON,1,0,1
TAELA,5,1,0
TAELOR,4,0.5,0.5
TAESHA,1,1,0
TAEYA,2,1,0
TAEYON,1,0,1
TAFADZWA,8,0.432291666666667,0.567708333333333
TAFARA,9,0.141975308641975,0.858024691358025
TAFARI,15,0,1
TAFHEEM,1,0,1
TAHA,16,0.00390625,0.99609375
TAHAA,1,0,1
TAHAANI,1,1,0
TAHANI,11,1,0
TAHAR,1,0,1
TAHEED,1,0,1
TAHEEM,4,0,1
TAHEIM,1,0,1
TAHER,13,0,1
TAHERA,15,1,0
TAHERAH,1,1,0
TAHIA,9,1,0
TAHIBA,3,1,0
TAHIR,16,0,1
TAHIRA,16,1,0
TAHIRAH,16,1,0
TAHIRUL,1,0,1
TAHIYA,14,1,0
TAHIYAH,11,1,0
TAHIYYA,1,1,0
TAHJ,3,0,1
TAHLA,1,1,0
TAHLIA,16,1,0
TAHLIA-ROSE,1,1,0
TAHLIAH,2,1,0
TAHLIL,1,0,1
TAHLIYA,2,1,0
TAHMEED,5,0,1
TAHMEENA,3,1,0
TAHMID,16,0,1
TAHMID-UR,1,0,1
TAHMIDA,9,1,0
TAHMIDUL,4,0,1
TAHMIDUR,4,0,1
TAHMIMA,1,1,0
TAHMIN,3,1,0
TAHMINA,16,1,0
TAHMOOR,1,0,1
TAHNEE,10,1,0
TAHREEM,10,1,0
TAHRIMA,3,1,0
TAHRIN,1,1,0
TAHSEEN,13,0.600774225774226,0.399225774225774
TAHSIN,16,0.734713203463203,0.265286796536797
TAHSINA,2,1,0
TAHURA,1,1,0
TAHYA,2,1,0
TAHZEEB,1,1,0
TAI,16,0.0923879661772413,0.907612033822759
TAIA,15,1,0
TAIAH,1,1,0
TAIANNE,1,1,0
TAIBA,16,1,0
TAIBAH,15,1,0
TAIDEN,2,0,1
TAIDGH,1,0,1
TAIF,1,1,0
TAIG,3,0,1
TAIGA,3,0,1
TAIGAN,5,0.6,0.4
TAIGEN,1,1,0
TAIGH,1,0,1
TAIJA,7,1,0
TAIJAH,4,1,0
TAIKI,2,0,1
TAILA,15,1,0
TAILAH,1,1,0
TAILOR,8,0.446428571428571,0.553571428571429
TAIM,4,0,1
TAIMA,1,1,0
TAIMOOR,5,0,1
TAIMUR,5,0,1
TAIN,1,0,1
TAINA,5,1,0
TAINE,13,0,1
TAIO,6,0,1
TAION,1,0,1
TAIRA,2,1,0
TAIS,2,1,0
TAISHA,11,1,0
TAISIA,2,1,0
TAISIYA,2,1,0
TAIT,12,0.0788690476190476,0.921130952380952
TAITE,12,0.224603174603175,0.775396825396825
TAIWO,16,0.504835615773116,0.495164384226884
TAIYA,13,1,0
TAIYAB,1,0,1
TAIYAH,4,1,0
TAIYBA,2,1,0
TAIYO,1,0,1
TAIYON,1,0,1
TAJ,10,0,1
TAJA,10,1,0
TAJAH,6,1,0
TAJAUN,1,0,1
TAJAY,7,0,1
TAJINDER,7,0.214285714285714,0.785714285714286
TAJMINA,1,1,0
TAJUS,5,0,1
TAJWAR,3,0,1
TAKARA,13,1,0
TAKIA,2,1,0
TAKIRA,2,1,0
TAKISHA,1,1,0
TAKIYAH,4,1,0
TAKONDWA,1,0,1
TAKUDZWA,11,0,1
TAKUDZWANASHE,1,0,1
TAKUMA,2,0,1
TAKUMI,6,0,1
TAKUNDA,8,0,1
TAKWA,2,1,0
TAL,14,0.0714285714285714,0.928571428571429
TALA,14,1,0
TALAH,2,1,0
TALAHA,1,0,1
TALAL,14,0,1
TALAN,10,0,1
TALANA,1,1,0
TALAT,1,0,1
TALAYAH,1,1,0
TALEA,2,1,0
TALEAH,10,1,0
TALEEN,4,1,0
TALEIGHA,1,1,0
TALEISHA,1,1,0
TALEKA,1,1,0
TALEN,6,0,1
TALESHA,1,1,0
TALEYA,1,1,0
TALHA,16,0,1
TALHAA,1,0,1
TALHAH,16,0,1
TALI,13,1,0
TALIA,16,1,0
TALIA-LEE,1,1,0
TALIA-ROSE,2,1,0
TALIAH,14,1,0
TALIB,7,0,1
TALIESIN,16,0,1
TALIKA,1,1,0
TALIN,2,0,1
TALINA,1,1,0
TALIS,3,0.333333333333333,0.666666666666667
TALISA,9,1,0
TALISE,2,1,0
TALISHA,16,1,0
TALISKA,1,1,0
TALITA,3,1,0
TALITHA,16,1,0
TALIYA,10,1,0
TALIYAH,12,1,0
TALLAN,1,0,1
TALLEN,1,0,1
TALLIA,8,1,0
TALLIAH,5,1,0
TALLIE,7,1,0
TALLIS,11,0.511363636363636,0.488636363636364
TALLIYAH,1,1,0
TALLON,9,0,1
TALLULA,15,1,0
TALLULAH,16,1,0
TALLULAH-BELLE,4,1,0
TALLULAH-MAE,1,1,0
TALLULAH-ROSE,2,1,0
TALLY,4,1,0
TALON,10,0,1
TALOR,1,1,0
TALULA,7,1,0
TALULAH,8,1,0
TALULLA,11,1,0
TALULLAH,7,1,0
TALVIN,12,0,1
TALVINDER,4,0,1
TALYA,16,1,0
TALYN,4,0,1
TALYSSA,1,1,0
TAM,9,0,1
TAMAN,1,0,1
TAMANA,13,1,0
TAMANNA,16,1,0
TAMANNAH,2,1,0
TAMAR,16,0.976195652173913,0.023804347826087
TAMARA,16,1,0
TAMARAH,6,1,0
TAMARI,2,0.5,0.5
TAMARIN,1,1,0
TAMARRA,4,1,0
TAMAS,5,0,1
TAMASIN,2,1,0
TAMAYA,1,1,0
TAMEEKA,3,1,0
TAMEEM,16,0,1
TAMEEMA,1,1,0
TAMEENA,1,1,0
TAMEIKA,1,1,0
TAMEIRA,1,1,0
TAMEKA,11,1,0
TAMEKAH,1,1,0
TAMER,10,0,1
TAMERA,15,1,0
TAMESHA,2,1,0
TAMI,9,1,0
TAMIA,16,1,0
TAMIAH,4,1,0
TAMICA,4,1,0
TAMIE,1,1,0
TAMIEKA,1,1,0
TAMIERA,1,1,0
TAMIKA,16,1,0
TAMILA,1,1,0
TAMILORE,4,1,0
TAMIM,13,0,1
TAMIMA,7,1,0
TAMIMAH,1,1,0
TAMINA,9,1,0
TAMIR,11,0,1
TAMIRA,11,1,0
TAMISHA,8,1,0
TAMIYA,7,1,0
TAMIYAH,2,1,0
TAMJID,10,0,1
TAMLA,3,1,0
TAMLIN,2,0.5,0.5
TAMLYN,4,1,0
TAMMARA,1,1,0
TAMMI,15,1,0
TAMMIE,14,1,0
TAMMIN,4,1,0
TAMMY,16,1,0
TAMMY-LEIGH,1,1,0
TAMMYLEE,1,1,0
TAMOOR,2,0,1
TAMRA,2,1,0
TAMRYN,1,1,0
TAMSIN,16,1,0
TAMSYN,16,1,0
TAMYKA,1,1,0
TAMZEN,1,1,0
TAMZID,1,0,1
TAMZIN,16,1,0
TAMZINE,2,1,0
TAMZYN,14,1,0
TAN,2,0,1
TANA,8,0.7125,0.2875
TANAE,1,1,0
TANAIYA,2,1,0
TANAKA,12,0.351055089322633,0.648944910677367
TANATSWA,10,0.581417748917749,0.418582251082251
TANAV,2,0,1
TANAY,12,0,1
TANAYA,16,1,0
TANAYAH,3,1,0
TANBEER,1,0,1
TANBIR,9,0,1
TANE,9,0,1
TANEESHA,10,1,0
TANEISHA,13,1,0
TANEKA,1,1,0
TANEM,3,1,0
TANER,11,0,1
TANESHA,15,1,0
TANESHIA,1,1,0
TANEYA,1,1,0
TANGINA,2,1,0
TANIA,16,1,0
TANICHA,2,1,0
TANIESHA,7,1,0
TANIKA,15,1,0
TANIM,3,0,1
TANIMA,1,1,0
TANIS,5,0,1
TANISH,8,0,1
TANISHA,16,1,0
TANISHIA,2,1,0
TANISHKA,6,1,0
TANISHQ,2,0,1
TANISI,2,1,0
TANISKA,1,1,0
TANITA,2,1,0
TANITH,15,1,0
TANITOLUWA,2,1,0
TANIYA,16,1,0
TANIYAH,3,1,0
TANJA,1,1,0
TANJILA,5,1,0
TANJIM,2,0,1
TANJIMA,3,1,0
TANJINA,12,1,0
TANJUM,1,1,0
TANMAY,5,0,1
TANNA,2,1,0
TANNER,15,0,1
TANNIKA,1,1,0
TANRAJ,1,0,1
TANSY,16,1,0
TANUSH,4,0,1
TANUSHA,1,1,0
TANUSHKA,1,1,0
TANUSHRI,1,1,0
TANVEER,16,0.118855377079061,0.881144622920939
TANVI,15,1,0
TANVIR,16,0.0501079086605402,0.94989209133946
TANWEER,1,0,1
TANWEN,10,1,0
TANWIR,1,0,1
TANYA,16,1,0
TANYARADZWA,10,1,0
TANYEL,5,1,0
TANYSHA,1,1,0
TANZEEL,9,0.111111111111111,0.888888888888889
TANZEELA,16,1,0
TANZEELAH,1,1,0
TANZIA,2,1,0
TANZIL,9,0,1
TANZILA,15,1,0
TANZIM,11,0.512396694214876,0.487603305785124
TANZIMA,2,1,0
TANZINA,8,1,0
TANZY,1,1,0
TAO,13,0.10989010989011,0.89010989010989
TAOFEEK,1,0,1
TAOME,10,1,0
TAOMI,5,1,0
TAONA,1,0,1
TAONGA,1,1,0
TAPIWA,11,0.190633608815427,0.809366391184573
TAPIWANASHE,7,0.0714285714285714,0.928571428571429
TAQI,3,0,1
TAQIYA,1,1,0
TAQIYAH,5,1,0
TAQWA,7,1,0
TARA,16,1,0
TARA-JADE,1,1,0
TARA-LEIGH,1,1,0
TARA-LOUISE,1,1,0
TARA-MARIE,1,1,0
TARAH,8,1,0
TARAK,1,0,1
TARAN,16,0.0709158576448681,0.929084142355132
TARANA,1,1,0
TARANDEEP,14,0.250270562770563,0.749729437229437
TARANJEET,2,1,0
TARANJIT,10,0.242857142857143,0.757142857142857
TARANNUM,2,1,0
TARANPREET,9,1,0
TARANVEER,8,0,1
TARANVIR,12,0.03125,0.96875
TARAOLUWA,1,1,0
TARAS,6,0,1
TAREEQ,2,0,1
TAREK,16,0,1
TARELL,11,0,1
TAREN,7,0.285714285714286,0.714285714285714
TAREQ,6,0,1
TARIAN,4,0.125,0.875
TARICK,1,0,1
TARIK,16,0,1
TARIKA,1,1,0
TARIN,8,0.875,0.125
TARINA,4,1,0
TARINI,1,1,0
TARIQ,16,0,1
TARIQUE,7,0,1
TARIRO,6,0.944444444444445,0.0555555555555556
TARJA,2,1,0
TARKA,1,0,1
TARKAN,13,0,1
TARLIA,3,1,0
TARN,2,0,1
TARNYA,2,1,0
TARO,11,0,1
TARON,9,0,1
TAROOB,1,1,0
TARQUIN,4,0,1
TARRAN,16,0.0125,0.9875
TARREL,1,0,1
TARRELL,1,0,1
TARREN,8,0.0625,0.9375
TARRICK,1,0,1
TARRIN,4,0,1
TARRON,6,0,1
TARRYN,11,1,0
TARUN,16,0,1
TARYLL,2,0,1
TARYN,16,0.878579942523992,0.121420057476008
TASANEE,1,1,0
TASARLA,1,1,0
TASEEN,13,0,1
TASFIA,14,1,0
TASFIAH,2,1,0
TASHA,16,1,0
TASHAN,12,0.0178571428571429,0.982142857142857
TASHANA,8,1,0
TASHANI,1,1,0
TASHANNA,1,1,0
TASHARN,2,0,1
TASHARNA,4,1,0
TASHAUN,3,0,1
TASHAUNA,1,1,0
TASHFEEN,1,0,1
TASHFIA,1,1,0
TASHI,5,0.2,0.8
TASHIF,1,0,1
TASHINGA,3,0,1
TASHON,2,0,1
TASHVI,1,1,0
TASIA,14,1,0
TASKEEN,2,1,0
TASKIA,1,1,0
TASLEEM,2,1,0
TASLEEMA,5,1,0
TASLIM,1,0,1
TASLIMA,16,1,0
TASMIA,11,1,0
TASMIAH,8,1,0
TASMIN,16,1,0
TASMINA,8,1,0
TASMINE,2,1,0
TASMIYA,4,1,0
TASMIYAH,11,1,0
TASMYN,1,1,0
TASNEEM,16,1,0
TASNEEMA,1,1,0
TASNEM,2,1,0
TASNIA,16,1,0
TASNIAH,2,1,0
TASNIIM,3,1,0
TASNIM,16,1,0
TASNIMA,15,1,0
TASNIMAH,4,1,0
TASNIYA,1,1,0
TASSIA,2,1,0
TASSNEEM,1,1,0
TATANIA,1,1,0
TATE,16,0.204082371992899,0.795917628007101
TATENDA,11,0.345620162665617,0.654379837334383
TATHAN,1,0,1
TATIANA,16,1,0
TATIANNA,3,1,0
TATIYANA,1,1,0
TATJANA,8,1,0
TATSUYA,2,0,1
TATUM,16,1,0
TATYANA,16,1,0
TATYANNA,1,1,0
TAUFEEQ,1,0,1
TAUFIQ,1,0,1
TAUHEED,13,0,1
TAUHID,2,0,1
TAUQEER,3,0,1
TAURAS,1,0,1
TAUSEEF,11,0,1
TAUSIF,4,0,1
TAUTVYDAS,1,0,1
TAVIA,12,1,0
TAVIAN,2,0,1
TAVION,1,0,1
TAVIS,11,0,1
TAVISH,2,0,1
TAVISHA,1,1,0
TAVLEEN,6,1,0
TAVON,2,0,1
TAVONGA,4,0,1
TAWAB,1,0,1
TAWAKALITU,1,1,0
TAWAN,1,0,1
TAWANA,12,0.55206783956784,0.44793216043216
TAWANANYASHA,5,0.728571428571428,0.271428571428571
TAWANASHE,1,0,1
TAWANDA,9,0,1
TAWFEEQ,1,0,1
TAWFIQ,6,0,1
TAWHEED,13,0,1
TAWHID,11,0,1
TAWHIDA,3,1,0
TAWHIDUL,3,0,1
TAWNIE,1,1,0
TAWNY,8,1,0
TAWONGA,1,0,1
TAWQEER,1,0,1
TAWQIR,3,0,1
TAWSEEF,3,0,1
TAWSIF,1,0,1
TAY,13,0.0908119658119658,0.909188034188034
TAY-YIBAH,1,1,0
TAYA,16,1,0
TAYA-LEIGH,1,1,0
TAYA-LOUISE,2,1,0
TAYAB,13,0,1
TAYABA,2,1,0
TAYABAH,5,1,0
TAYAH,16,1,0
TAYAN,3,0,1
TAYANA,4,1,0
TAYANNA,1,1,0
TAYAR,1,1,0
TAYBA,15,1,0
TAYBAH,16,1,0
TAYDEN,6,0,1
TAYE,12,0.0947547822547822,0.905245217745218
TAYEB,4,0,1
TAYEBA,7,1,0
TAYEM,1,0,1
TAYEN,2,0.5,0.5
TAYER,3,1,0
TAYFUN,2,0,1
TAYGAN,2,1,0
TAYHA,3,1,0
TAYIA,3,1,0
TAYIB,5,0,1
TAYIBA,13,1,0
TAYIBAH,9,1,0
TAYJA,1,1,0
TAYJAH,4,1,0
TAYLA,16,0.968168115676844,0.0318318843231563
TAYLA-ANN,1,1,0
TAYLA-JADE,2,1,0
TAYLA-JO,1,1,0
TAYLA-LEIGH,2,1,0
TAYLA-MAE,4,1,0
TAYLA-MAI,2,1,0
TAYLA-MAY,2,1,0
TAYLA-RAE,2,1,0
TAYLAH,16,1,0
TAYLAN,15,0,1
TAYLAR,12,0.737718762718763,0.262281237281237
TAYLEN,5,0,1
TAYLER,16,0.473295406454569,0.526704593545431
TAYLIA,2,1,0
TAYLON,8,0,1
TAYLOR,16,0.35262458636332,0.64737541363668
TAYLOR-,3,0.666666666666667,0.333333333333333
TAYLOR-ANN,5,1,0
TAYLOR-ANNE,1,1,0
TAYLOR-GRACE,3,1,0
TAYLOR-JACK,1,0,1
TAYLOR-JADE,5,1,0
TAYLOR-JAKE,1,0,1
TAYLOR-JAMES,10,0,1
TAYLOR-JANE,6,1,0
TAYLOR-JAY,11,0.105394605394605,0.894605394605394
TAYLOR-JAYNE,6,1,0
TAYLOR-JOHN,1,0,1
TAYLOR-LEE,4,0,1
TAYLOR-LEIGH,9,1,0
TAYLOR-LOUISE,3,1,0
TAYLOR-MAE,5,1,0
TAYLOR-MAI,3,1,0
TAYLOR-MARIE,3,1,0
TAYLOR-MAY,4,1,0
TAYLOR-PAIGE,1,1,0
TAYLOR-RAE,2,1,0
TAYLOR-ROSE,2,1,0
TAYM,3,0,1
TAYMA,3,1,0
TAYMAR,4,1,0
TAYMIYAH,1,1,0
TAYMIYYAH,1,1,0
TAYMOUR,1,0,1
TAYMUR,2,0,1
TAYNE,3,0,1
TAYO,12,0,1
TAYON,6,0,1
TAYSHA,2,1,0
TAYSHAUN,3,0,1
TAYSHAWN,1,0,1
TAYSHIA,1,1,0
TAYSHON,1,0,1
TAYSIA,2,1,0
TAYTE,10,0.201587301587302,0.798412698412698
TAYTEN,1,0,1
TAYUB,6,0,1
TAYVON,2,0,1
TAYYAB,16,0,1
TAYYABA,15,1,0
TAYYABAH,3,1,0
TAYYBA,1,1,0
TAYYBAH,1,1,0
TAYYEB,11,0,1
TAYYEBA,4,1,0
TAYYIB,16,0,1
TAYYIBA,14,1,0
TAYYIBAH,16,1,0
TAYYUB,8,0,1
TAZ,2,0,1
TAZIM,1,0,1
TAZKIA,5,1,0
TAZKIYA,1,1,0
TAZKIYAH,1,1,0
TAZMEEN,3,1,0
TAZMIN,16,1,0
TAZMINE,1,1,0
TAZMYN,1,1,0
TEA,15,1,0
TEAGAN,16,0.976681575142037,0.023318424857963
TEAGEN,8,1,0
TEAGHAN,6,1,0
TEAGUE,9,0,1
TEAH,16,1,0
TEAL,8,0.75,0.25
TEALE,2,0.5,0.5
TEAN,6,0.666666666666667,0.333333333333333
TEANA,1,1,0
TEANNA,13,1,0
TEAR,1,1,0
TED,16,0,1
TEDD,1,0,1
TEDDI,1,0,1
TEDDIE,13,0,1
TEDDY,16,0.0101468547641073,0.989853145235893
TEDDY-JAMES,1,0,1
TEE,5,0,1
TEE-JAY,12,0,1
TEEGAN,16,0.977390271721903,0.0226097282780967
TEEJAY,16,0,1
TEELA,5,1,0
TEESHA,3,1,0
TEEYA,4,1,0
TEGA,1,0,1
TEGAN,16,0.986549684706312,0.0134503152936883
TEGAN-LEIGH,1,1,0
TEGAN-LOUISE,1,1,0
TEGAN-MARIE,1,1,0
TEGEN,16,1,0
TEGH,5,0,1
TEGHAN,6,1,0
TEGHVEER,1,0,1
TEGID,1,0,1
TEGWEN,3,1,0
TEGWYN,1,1,0
TEHILA,1,1,0
TEHILLA,5,1,0
TEHILLAH,4,1,0
TEHMEENA,1,1,0
TEHMINA,2,1,0
TEHMOOR,1,0,1
TEHMUR,1,0,1
TEHREEM,13,1,0
TEHYA,15,1,0
TEHZEEB,8,1,0
TEIA,9,1,0
TEIANA,1,1,0
TEIFI,4,0,1
TEIFION,9,0,1
TEIGAN,16,0.991900357364217,0.00809964263578346
TEIGE,1,0,1
TEIGEN,4,1,0
TEIGHAN,13,1,0
TEIGHLOR,1,1,0
TEIGUE,3,0,1
TEIJA,1,1,0
TEILA,4,1,0
TEILO,10,0,1
TEIRA,1,1,0
TEISHA,7,1,0
TEIYA,2,1,0
TEJ,14,0,1
TEJA,11,1,0
TEJAH,1,1,0
TEJAL,11,1,0
TEJAN,8,0,1
TEJAS,16,0,1
TEJAY,14,0,1
TEJINDER,2,0,1
TEJPAL,1,0,1
TEJVEER,2,0,1
TEJVIR,1,0,1
TELERI,15,1,0
TELIA,2,1,0
TELISHA,7,1,0
TELMO,1,0,1
TELVIN,1,0,1
TEMI,1,1,0
TEMIA,1,1,0
TEMIDAYO,11,0.709415584415584,0.290584415584416
TEMIDIRE,1,0,1
TEMILADE,7,1,0
TEMILAYO,3,1,0
TEMILOLA,9,1,0
TEMILOLUWA,16,0.581658059056956,0.418341940943044
TEMISAN,2,1,0
TEMITAYO,14,0.400448361162647,0.599551638837353
TEMITOPE,16,0.68417674382506,0.31582325617494
TEMOOR,1,0,1
TEMPANY,5,1,0
TEMPERANCE,6,1,0
TEMPERENCE,1,1,0
TEMUJIN,2,0,1
TEMUULEN,1,0,1
TENAYA,3,1,0
TENDAI,8,0.220238095238095,0.779761904761905
TENDAYI,1,0,1
TENDEKAI,1,0,1
TENDO,1,0,1
TENECIA,1,1,0
TENESHA,2,1,0
TENIOLA,11,0.962566844919786,0.0374331550802139
TENISHA,14,1,0
